DLsv,DLcv,DRcv,DRsv
5,7,188,184
113,117,78,74
154,158,37,33
5,7,84,80
4,4,122,118
87,91,35,32
11,13,87,83
37,40,60,59
5,7,55,52
6,8,137,133
64,68,77,73
11,12,210,206
8,10,122,118
90,94,12,10
45,48,81,78
6,7,39,35
5,7,194,190
142,145,56,53
33,35,1,6
4,4,34,31
16,18,134,130
55,61,93,88
69,72,84,80
24,27,69,66
61,63,33,30
6,9,87,83
7,9,81,77
5,7,148,144
14,16,139,135
134,138,17,16
8,10,86,82
55,59,37,33
78,82,14,12
91,94,3,3
7,9,114,110
29,32,83,79
5,7,151,147
25,27,131,127
54,58,100,96
90,94,64,60
124,128,30,27
67,70,58,56
7,9,149,145
5,7,123,119
21,23,107,103
34,38,92,88
7,9,118,114
7,9,112,108
73,77,43,39
6,6,128,124
10,12,122,119
4,4,125,121
91,95,34,31
63,66,63,60
7,9,120,116
104,107,23,21
6,9,120,117
9,10,183,179
57,60,133,129
161,165,28,26
7,9,108,104
56,60,57,53
87,89,29,27
92,96,21,18
93,97,21,19
34,37,81,77
83,87,29,26
4,5,147,143
22,23,129,125
68,72,80,76
52,56,36,32
5,5,87,84
25,28,64,62
9,10,177,173
80,83,104,101
52,56,30,28
31,34,30,28
53,57,36,34
7,9,175,171
46,50,134,130
118,122,62,58
173,177,7,6
97,101,29,26
83,86,58,55
15,17,51,48
99,103,88,85
5,7,64,60
29,32,158,154
41,45,145,141
37,40,39,35
7,8,73,69
16,19,64,59
5,5,146,143
4,5,107,104
4,5,63,60
39,43,127,123
60,64,106,102
157,161,9,6
14,16,65,61
49,51,30,28
70,73,58,55
7,8,109,105
79,82,90,87
99,103,68,65
24,26,36,34
75,78,22,20
31,34,129,125
15,17,195,191
158,161,51,48
20,22,190,186
43,45,167,163
70,74,138,135
32,36,161,155
35,39,39,35
90,94,168,164
225,229,33,30
5,8,35,32
15,17,26,23
5,8,82,78
5,7,109,106
5,8,93,89
58,60,41,38
2,5,165,161
132,136,34,31
77,81,72,68
55,58,96,93
113,117,36,32
98,101,67,64
15,16,63,60
14,16,84,80
14,16,83,79
42,45,54,52
27,28,71,68
4,4,160,156
83,87,77,74
90,93,139,136
95,98,16,15
5,5,115,111
38,42,78,75
76,78,115,112
45,49,103,99
113,117,35,33
9,10,35,33
5,7,94,90
21,22,107,104
5,5,123,120
51,53,67,63
5,5,188,184
17,21,172,168
86,90,103,99
42,45,51,47
22,26,132,126
47,51,109,105
57,60,100,96
101,105,55,51
138,142,18,17
5,5,164,160
47,51,118,115
24,27,73,69
77,80,18,17
47,50,13,12
5,7,181,177
120,124,64,61
51,54,134,131
5,8,90,86
57,61,54,49
79,84,31,29
50,53,63,59
5,5,111,108
5,7,159,155
107,111,55,51
16,17,149,145
24,28,123,117
60,63,91,89
53,57,87,83
25,28,24,21
5,7,173,169
20,23,158,155
110,113,93,89
175,179,27,25
43,45,110,107
58,62,125,119
44,48,134,130
155,159,23,19
97,103,54,48
36,40,10,8
36,40,40,36
22,24,71,68
5,7,134,130
103,107,34,32
64,67,45,42
23,26,85,82
16,17,31,27
64,68,64,60
98,102,30,28
23,25,107,103
94,97,16,14
120,123,28,26
37,40,98,95
60,63,75,72
31,33,105,102
4,5,153,149
22,25,183,179
57,60,148,144
4,4,65,62
5,8,142,138
26,27,109,106
4,4,94,91
33,36,61,57
10,11,107,104
82,85,33,31
4,4,66,63
10,11,78,74
24,25,64,61
10,11,160,156
43,47,124,120
40,43,50,47
11,12,76,72
59,61,89,85
23,25,153,148
61,64,117,115
124,127,53,50
6,6,86,83
32,35,49,45
45,48,28,25
86,90,83,79
5,5,168,164
4,5,211,207
111,114,102,99
42,46,147,143
32,36,47,43
116,119,13,11
5,5,99,96
4,5,84,80
85,89,25,22
50,53,62,59
15,16,98,95
87,91,12,10
37,41,30,28
10,11,60,57
78,82,110,105
10,11,183,179
42,46,148,144
79,83,41,39
4,4,120,116
5,8,199,195
70,74,133,129
143,146,61,57
164,168,39,36
31,33,51,48
25,29,107,103
101,105,31,28
26,29,181,177
51,54,156,152
95,98,112,109
10,11,126,124
5,8,144,140
71,74,78,75
11,12,208,204
186,190,30,27
211,215,5,4
99,105,51,47
19,22,136,132
4,4,76,72
59,63,17,15
4,0,100,96
20,24,76,73
85,88,12,9
35,38,102,99
89,93,47,44
15,16,111,108
103,105,22,20
94,100,57,51
6,8,162,158
80,83,87,84
10,12,204,200
60,63,56,53
81,85,32,29
31,32,53,49
47,51,34,31
105,109,19,17
5,7,54,50
5,7,172,168
78,82,96,92
21,22,157,153
29,32,120,116
9,10,58,54
9,10,223,219
9,10,148,144
27,30,22,20
5,8,138,134
91,94,52,49
16,18,70,64
29,32,98,93
78,82,50,47
10,13,101,98
70,73,41,38
56,59,65,61
5,5,91,87
67,71,25,23
44,48,87,84
27,28,107,104
57,61,40,37
4,4,107,103
74,76,35,31
131,135,16,14
46,49,102,98
142,146,5,4
4,4,96,92
73,77,23,21
22,22,57,55
4,5,141,137
33,36,101,97
4,4,135,132
17,19,94,90
57,61,52,49
5,7,46,43
36,38,15,13
71,74,137,133
130,134,77,74
56,59,106,102
28,31,55,51
70,73,15,13
7,8,80,77
48,51,37,35
75,80,40,36
5,5,117,114
4,5,111,107
13,16,189,185
50,54,151,147
56,59,18,17
5,5,71,68
4,5,141,137
59,62,92,88
47,50,28,26
5,8,72,68
131,135,64,60
42,45,155,152
20,23,176,172
168,172,50,47
23,26,53,50
70,74,59,55
22,25,109,106
5,5,128,125
4,5,89,85
73,77,17,15
74,77,43,40
75,78,70,67
31,35,66,64
11,14,99,97
7,7,135,132
96,100,71,68
82,85,86,82
19,22,68,64
31,35,96,92
72,75,35,33
45,48,62,58
45,48,26,24
5,8,170,166
40,43,81,77
5,6,79,75
44,47,38,36
34,36,83,79
86,90,29,26
8,11,138,134
6,8,142,139
25,28,121,118
17,20,121,117
85,90,108,103
64,69,32,30
34,37,105,101
109,113,29,26
10,10,132,129
142,146,46,44
5,8,67,63
61,65,49,44
121,124,66,64
96,100,89,86
49,53,86,82
33,36,104,101
91,94,45,41
117,121,18,16
9,10,174,171
64,67,65,62
5,5,126,122
5,5,57,54
33,36,215,211
64,68,42,39
27,29,83,79
47,50,69,66
10,10,69,65
6,7,74,71
31,35,66,62
13,14,89,86
43,47,71,66
106,110,26,24
49,51,11,10
38,40,138,135
15,17,160,157
84,88,71,67
16,20,141,137
136,140,21,19
16,17,138,135
4,4,164,160
5,8,92,88
2,5,109,105
68,71,43,40
44,47,79,74
93,97,31,29
5,8,152,148
117,120,40,39
73,77,105,102
23,27,65,61
62,66,26,23
4,5,86,82
59,62,29,25
237,243,19,17
69,73,191,187
180,184,80,76
80,83,57,55
4,4,153,149
12,14,143,139
115,119,38,34
136,140,17,16
16,19,63,60
64,67,15,14
6,8,131,127
5,8,215,211
5,8,154,150
59,62,100,97
24,26,136,132
9,10,73,70
133,137,9,8
7,9,133,129
46,50,92,88
18,21,121,118
53,58,112,106
82,88,82,77
20,23,79,74
106,110,75,71
5,5,180,176
5,8,115,111
65,69,54,51
27,29,121,118
85,88,62,59
104,107,43,40
44,47,75,72
4,4,163,159
106,110,57,53
102,106,82,79
76,79,109,106
10,11,168,164
79,82,97,94
24,27,64,59
4,4,61,57
44,48,17,15
67,71,38,36
9,10,93,89
59,63,40,36
4,5,160,156
34,38,127,123
7,9,252,248
205,208,53,50
4,4,90,86
80,84,29,25
114,117,37,35
52,55,124,121
106,110,69,65
131,135,44,41
10,11,168,164
119,123,31,29
13,16,130,126
9,11,103,100
4,4,237,233
63,67,174,170
191,195,46,44
72,75,235,231
45,50,46,42
21,25,210,206
139,143,92,88
94,100,133,127
175,181,52,48
5,8,148,144
28,30,126,122
77,81,75,72
17,20,135,131
118,122,33,30
114,118,37,34
112,116,13,11
62,65,64,61
78,81,63,60
5,5,138,134
34,38,105,102
2,3,109,106
13,16,104,101
68,71,18,18
5,8,108,104
23,26,127,123
49,52,51,49
54,57,46,44
6,7,151,148
64,67,92,89
102,105,54,51
82,85,73,70
5,8,145,141
58,62,91,87
5,8,163,159
53,57,114,110
8,9,180,177
129,132,57,54
35,37,39,37
106,109,30,27
72,76,20,16
80,83,139,136
7,8,213,209
187,191,30,28
66,70,148,144
106,109,109,105
134,138,80,77
4,4,134,130
60,64,73,69
114,117,21,20
75,79,53,49
11,12,122,119
4,4,205,201
92,95,114,111
190,193,15,14
5,5,108,104
41,45,68,66
63,66,11,10
102,105,27,24
92,95,21,20
5,5,110,107
4,2,169,165
42,46,125,121
122,126,45,43
5,8,77,73
42,46,39,35
5,8,165,161
5,8,73,69
23,25,116,112
4,5,49,46
4,5,96,92
63,66,35,31
145,149,28,26
5,8,88,85
5,8,78,74
31,34,47,43
73,78,29,25
5,8,101,97
83,86,23,20
155,158,23,21
48,52,116,110
101,105,65,61
126,130,40,36
154,158,12,12
5,5,165,161
82,87,49,45
14,16,122,119
47,51,101,97
88,91,61,57
138,142,10,9
82,85,14,13
96,100,23,21
7,8,71,67
61,65,14,12
25,28,33,30
7,8,144,140
7,8,123,119
102,105,133,129
164,168,70,66
187,191,47,44
63,65,68,65
23,25,152,148
6,7,107,103
74,77,38,37
100,103,11,9
41,43,78,75
18,21,73,70
110,114,21,19
5,5,107,104
68,72,55,52
6,7,121,118
45,49,206,202
163,167,88,84
37,41,110,104
57,63,88,82
4,5,153,149
41,45,79,75
55,59,37,35
43,46,44,39
7,8,85,82
37,40,111,106
5,7,84,81
7,8,188,184
125,128,32,29
35,36,123,120
54,57,71,66
77,80,50,47
36,39,91,87
22,25,91,87
8,8,108,104
55,59,57,54
32,34,75,71
73,78,29,28
13,14,97,93
28,31,77,74
43,45,43,41
5,8,135,131
29,31,23,20
68,72,68,64
17,19,123,119
9,10,77,73
11,12,170,167
20,22,207,204
78,81,147,143
145,149,79,75
53,56,63,61
55,58,81,78
6,7,132,128
10,11,137,133
51,55,139,135
70,74,64,61
13,14,139,134
125,130,24,21
46,49,106,102
122,126,29,26
23,25,119,116
51,55,32,29
4,4,85,83
89,93,68,64
20,22,106,103
91,95,96,91
147,151,42,38
180,184,9,8
5,8,197,193
157,161,44,41
188,192,13,11
25,28,83,80
66,69,42,40
58,62,54,51
31,34,102,99
80,82,53,51
17,18,40,37
23,26,141,136
98,102,67,64
50,53,115,112
7,8,160,156
16,17,51,48
29,32,88,84
80,84,36,33
21,23,64,61
74,78,8,6
10,11,93,90
34,36,70,67
33,37,33,30
63,65,5,2
18,22,176,171
43,46,41,38
18,20,134,130
82,85,73,70
14,16,95,92
81,85,147,143
60,63,169,165
5,8,161,157
111,114,9,8
29,32,28,25
50,54,35,32
48,51,40,38
5,5,85,82
9,11,88,85
8,9,58,55
56,60,1,6
5,5,58,54
41,45,18,17
6,8,125,121
99,103,30,28
126,131,31,28
19,22,142,139
21,23,124,121
40,43,107,103
81,85,65,62
59,63,84,81
42,45,64,61
14,15,47,45
102,105,17,14
114,118,1,4
30,32,89,85
54,58,86,81
12,14,104,101
25,27,75,71
30,33,29,26
68,71,137,134
120,123,85,82
64,67,36,34
5,8,82,78
88,92,45,41
117,121,16,13
60,63,75,72
9,10,134,130
87,91,53,50
9,10,97,93
35,39,68,64
103,107,45,42
50,53,99,96
5,8,158,154
18,21,61,58
38,41,75,71
54,58,57,54
51,54,62,59
188,191,29,27
109,113,106,103
4,4,162,158
113,117,49,46
14,15,88,85
5,5,84,80
4,4,192,188
161,164,32,29
30,33,182,178
80,83,52,49
18,21,130,126
4,5,117,113
106,110,12,11
139,143,12,10
68,70,63,60
71,73,71,68
5,5,202,198
5,5,165,162
39,43,65,62
37,40,89,86
40,44,14,11
16,19,47,43
14,15,78,75
5,8,118,114
22,24,117,111
61,65,78,75
10,11,133,130
7,8,226,222
5,8,101,97
9,12,135,132
5,5,73,70
20,22,89,84
5,5,90,86
20,23,61,56
36,38,101,98
132,135,41,39
48,51,11,10
20,22,39,37
14,15,116,112
60,63,68,65
6,9,183,179
41,43,150,147
111,114,22,20
46,50,60,58
33,35,75,72
8,10,28,26
11,13,189,186
49,52,150,147
7,8,177,173
111,115,70,66
175,179,6,4
47,51,67,63
64,67,7,7
8,9,114,110
4,4,166,162
60,64,106,103
138,143,26,24
105,108,63,60
135,139,31,29
105,109,66,62
5,8,105,101
54,58,55,51
22,24,89,85
31,33,91,87
107,111,135,131
5,5,241,237
84,88,52,48
126,130,10,8
77,80,112,108
122,126,66,63
4,4,147,143
4,5,109,105
50,54,60,56
28,32,54,51
36,38,48,44
61,65,21,18
46,49,60,57
5,5,103,100
7,8,86,83
4,5,128,124
85,89,44,41
9,10,192,188
90,93,110,107
136,138,64,61
126,130,72,70
65,69,97,93
48,51,115,111
107,111,55,51
22,25,47,44
63,67,51,49
69,72,46,43
7,8,142,139
97,100,51,49
52,56,31,30
9,10,78,75
65,68,19,17
111,115,21,19
92,95,42,39
5,6,115,111
43,47,49,46
5,6,148,145
18,20,152,148
79,82,21,19
42,44,81,78
5,5,119,115
23,27,94,90
9,10,111,108
9,10,114,110
4,4,94,90
64,68,30,28
30,34,138,132
87,90,85,82
9,10,165,162
128,132,42,40
41,44,75,72
55,61,61,56
5,5,119,115
45,49,75,72
48,52,171,167
80,84,139,136
84,87,41,38
9,10,61,57
59,63,8,6
44,46,25,24
25,26,123,120
5,5,143,139
70,74,74,71
46,50,144,140
165,168,27,24
4,3,66,63
81,85,12,11
9,10,80,76
11,14,103,100
56,60,210,206
9,10,61,58
47,50,21,18
18,19,98,94
9,10,72,68
4,4,197,193
137,141,60,57
12,12,74,70
75,79,7,5
81,84,3,3
10,11,154,150
106,110,79,75
76,79,110,107
17,19,170,166
14,17,137,133
19,22,104,100
96,100,26,24
9,10,241,237
69,73,178,174
9,10,79,76
31,34,55,53
69,73,115,111
101,105,83,80
9,10,101,97
27,30,87,84
61,64,53,49
112,116,1,4
11,11,118,114
42,46,49,45
64,67,28,25
15,17,78,75
40,44,185,179
87,90,142,139
120,123,109,106
138,141,90,87
48,51,180,176
102,106,125,122
37,40,106,103
6,6,139,135
58,62,83,80
5,5,82,78
145,149,66,62
173,177,38,35
78,81,135,132
93,96,119,115
8,10,80,76
5,7,112,108
87,90,29,26
23,25,68,64
37,40,61,58
40,42,77,74
90,93,26,24
5,5,114,111
45,49,67,62
9,10,44,41
46,50,75,70
100,103,25,23
27,30,42,40
7,8,66,63
5,8,198,194
18,20,78,75
108,112,39,37
4,4,126,122
24,27,131,127
5,8,99,95
133,136,24,23
9,10,131,127
11,11,70,69
14,16,64,61
6,7,128,124
48,50,23,20
57,60,119,116
14,16,116,111
71,75,59,56
5,5,139,135
95,99,45,42
29,32,112,108
10,13,52,49
27,28,149,146
67,70,106,102
9,11,119,115
19,21,40,36
43,47,14,12
9,10,181,177
49,53,138,134
9,10,143,139
43,47,106,102
92,96,57,53
4,4,133,129
73,77,60,56
15,16,129,125
39,43,102,98
112,116,29,25
140,144,1,4
6,7,68,65
28,30,45,41
34,38,37,34
4,4,113,109
9,10,133,129
80,84,59,55
116,119,25,24
17,19,124,120
5,8,168,164
58,60,116,112
40,42,34,31
38,41,33,30
76,80,42,38
5,5,117,113
51,54,68,65
8,10,69,65
7,9,105,101
63,66,51,48
4,4,53,49
26,28,29,27
11,13,170,166
63,66,83,80
16,18,89,85
8,8,120,117
6,6,43,40
4,4,68,64
47,50,77,71
104,110,17,15
15,16,113,110
7,9,65,61
50,53,20,17
4,4,173,169
127,129,50,48
52,55,123,120
7,9,153,149
27,30,169,165
105,108,92,89
4,4,128,124
117,120,12,11
34,37,120,114
58,61,65,61
104,107,36,34
72,75,67,64
51,53,145,141
91,95,103,99
146,149,50,47
21,24,174,171
88,92,85,81
5,5,172,168
42,46,131,128
8,9,68,65
5,5,154,150
25,28,131,127
93,97,55,51
170,174,50,48
9,10,111,107
90,93,28,27
39,42,125,119
127,131,38,36
31,35,33,30
6,7,142,138
111,114,34,30
107,110,39,36
171,177,39,35
8,9,209,205
14,16,114,110
106,110,20,17
4,4,134,130
84,88,113,109
22,23,179,176
91,94,107,104
4,4,96,92
6,7,132,128
4,4,78,74
4,4,154,150
93,97,61,57
12,13,82,78
30,34,61,58
42,45,65,62
88,92,18,15
68,72,67,63
112,116,23,20
13,14,126,122
97,101,39,35
17,20,169,165
93,97,92,88
9,10,128,124
9,10,62,58
26,29,86,82
15,16,99,95
9,10,135,131
79,82,79,75
126,129,33,31
73,75,37,35
33,36,163,159
96,99,100,96
7,7,192,189
149,152,54,51
166,169,37,34
187,190,16,14
56,61,99,94
138,141,22,21
112,114,48,45
55,58,122,118
44,47,135,129
74,80,102,97
156,159,25,23
3,3,128,125
20,21,75,71
38,42,54,51
56,60,37,34
127,131,11,10
2,3,174,170
24,26,95,92
55,57,64,61
32,36,68,64
5,8,163,159
15,17,154,150
15,16,50,46
49,52,116,113
25,27,140,136
150,154,13,11
62,65,51,49
5,5,111,107
22,25,91,88
56,60,79,75
131,135,28,26
9,10,78,74
58,62,26,23
55,58,30,26
14,15,88,85
72,75,28,25
22,24,68,65
53,55,70,68
9,10,67,64
27,28,49,46
10,12,71,68
33,35,48,45
45,47,71,69
41,45,131,127
61,64,112,108
106,110,66,62
25,28,148,145
143,148,10,8
105,108,51,47
39,42,203,199
155,158,88,85
46,49,196,192
72,76,169,165
99,103,88,85
107,110,81,77
131,135,56,52
76,79,125,122
7,8,195,191
4,4,75,71
71,74,13,12
5,8,145,141
82,85,113,110
6,7,86,82
28,31,59,55
173,177,16,15
6,7,151,148
39,42,56,54
60,64,33,31
34,36,102,98
76,80,58,54
11,12,126,123
12,13,93,87
43,49,57,53
15,18,53,50
164,168,54,51
30,33,186,182
140,143,77,74
11,14,110,106
15,16,137,133
115,119,34,30
132,135,19,17
31,34,119,116
110,114,15,14
121,124,5,5
61,64,5,5
88,91,107,104
145,148,50,47
177,180,18,17
21,22,111,108
139,142,11,9
99,103,70,65
5,5,127,124
57,59,93,90
58,61,62,59
4,5,46,43
23,25,32,30
4,4,57,53
28,32,29,27
26,28,27,26
9,10,45,41
34,38,17,14
12,12,58,54
61,64,13,12
4,1,75,72
4,4,79,76
12,12,56,53
13,14,68,65
44,48,91,87
134,138,1,4
12,14,77,73
35,38,134,131
34,36,99,95
15,18,74,71
34,37,55,53
4,5,156,152
116,119,18,16
57,60,95,92
42,45,112,109
38,41,27,25
75,77,25,23
9,10,153,149
6,7,159,155
7,8,75,71
52,56,27,26
3,3,120,117
9,10,75,72
37,39,45,42
7,7,152,148
59,63,130,126
32,34,160,157
76,80,113,109
100,104,89,85
171,175,18,16
76,80,1,6
43,46,37,35
4,5,90,87
27,31,214,210
5,5,240,236
62,66,179,175
5,8,113,109
86,90,124,120
60,63,129,125
69,72,120,116
83,87,105,101
118,122,70,67
25,28,75,72
6,6,97,94
19,23,31,29
40,44,81,76
9,10,148,144
60,64,94,91
36,39,119,116
9,10,157,153
55,59,36,34
31,33,62,59
9,10,190,186
18,20,152,148
38,42,75,71
38,42,78,74
10,12,111,108
50,53,82,77
31,33,69,67
10,12,90,86
85,91,92,87
30,31,155,152
50,52,31,28
52,56,18,16
64,69,67,63
5,6,132,128
15,16,93,90
54,56,3,4
15,19,106,102
59,61,66,63
8,9,79,75
31,35,53,49
182,185,21,19
21,24,72,68
48,52,44,41
16,19,56,53
37,41,106,101
65,69,31,28
9,12,94,90
88,92,14,13
10,11,107,103
92,95,20,18
85,88,44,40
10,11,121,117
31,35,97,94
41,45,40,38
77,80,6,5
103,107,20,17
13,15,99,96
110,114,46,44
51,54,107,104
71,75,60,57
57,59,76,72
84,87,48,45
19,22,53,50
126,129,33,31
33,36,112,108
138,142,6,4
70,73,75,72
51,56,112,106
26,28,142,139
10,11,97,93
57,60,47,43
18,20,156,150
99,105,71,66
9,10,114,110
96,100,23,22
54,57,66,63
62,67,1,6
49,54,144,140
169,173,27,25
93,96,40,36
174,179,36,34
126,130,87,84
63,67,41,37
93,97,11,10
24,26,82,79
4,2,53,49
44,48,7,5
28,30,26,23
50,53,3,3
12,16,39,36
4,5,162,158
41,44,14,12
54,56,3,3
4,5,100,97
55,58,48,46
73,76,29,26
12,13,35,32
7,7,112,108
70,74,45,43
49,52,68,65
109,112,8,6
5,6,58,54
33,36,27,25
22,25,172,168
27,30,74,69
68,71,35,32
22,24,224,220
27,29,122,119
11,11,139,136
125,130,16,14
139,145,34,31
39,42,139,135
82,86,95,91
152,156,25,22
9,10,171,167
67,71,110,107
9,10,135,131
28,32,113,109
32,36,80,77
23,28,84,78
7,9,105,101
56,60,54,50
116,122,28,23
5,5,147,143
27,29,40,37
59,62,6,6
97,101,135,129
32,36,202,198
223,226,12,10
58,61,16,13
6,7,155,151
106,109,84,81
50,54,23,20
69,72,5,4
9,10,235,231
202,206,38,36
106,109,3,4
4,0,130,127
35,38,15,14
5,6,192,188
40,44,112,108
7,8,149,145
36,40,117,114
9,12,111,107
4,4,120,117
41,44,137,133
4,4,60,58
13,14,80,76
5,5,143,140
24,26,100,97
64,67,60,57
15,16,125,121
67,71,70,67
4,4,121,117
9,10,49,46
9,10,65,62
40,44,31,30
83,87,104,100
147,151,40,38
97,100,91,87
19,22,63,60
25,27,58,55
39,42,78,75
28,29,31,28
9,10,111,108
39,42,34,31
17,20,9,7
5,5,137,134
110,113,29,27
9,10,68,65
56,59,60,57
6,6,96,92
73,76,17,14
7,8,84,81
48,50,81,78
63,66,65,62
20,22,1,6
21,22,64,60
87,91,73,69
108,111,135,132
69,73,76,72
108,111,37,34
5,5,144,141
20,22,120,114
27,30,114,111
203,209,19,19
7,7,52,49
10,10,116,112
97,101,25,23
9,10,99,97
9,10,81,78
5,5,204,200
72,75,134,130
31,33,1,6
18,19,17,16
39,42,74,71
21,23,131,128
121,124,30,29
154,157,35,34
30,32,131,128
38,40,42,40
11,12,135,132
70,73,74,71
39,42,33,31
104,107,94,91
21,23,27,25
125,129,20,18
5,5,83,80
31,34,54,51
74,77,24,22
21,24,32,29
4,1,69,65
103,108,1,6
4,5,106,102
9,10,102,98
54,56,50,47
123,127,43,40
4,4,117,113
4,5,146,142
78,82,141,136
105,109,8,7
4,3,141,137
78,82,94,90
83,86,28,26
117,120,31,28
55,58,107,104
43,47,105,102
120,124,62,58
152,157,28,25
53,57,112,108
83,87,23,21
187,191,26,23
147,151,16,13
142,147,62,57
152,156,55,51
166,170,41,37
187,191,20,19
208,212,16,13
107,111,78,75
21,23,166,162
76,80,109,105
168,172,17,15
24,26,144,141
58,62,1,6
24,25,140,136
27,29,163,159
122,125,45,42
26,27,100,97
5,5,121,118
43,46,24,22
9,10,184,180
21,23,171,167
82,86,108,104
104,108,50,47
79,85,48,44
98,101,51,48
40,43,117,112
36,39,122,118
68,72,89,85
90,93,51,49
100,103,106,102
129,133,76,72
46,48,54,51
5,5,96,93
120,123,36,33
20,22,138,135
49,52,25,22
47,49,30,27
7,8,70,66
4,5,91,87
39,41,54,52
103,107,43,40
19,21,131,128
31,33,136,133
66,69,32,30
18,20,80,76
42,44,43,41
6,7,87,84
71,75,28,26
5,6,158,154
109,113,51,47
21,22,49,46
62,65,6,6
5,6,73,69
47,50,88,85
33,34,103,99
5,6,164,160
152,156,14,13
95,98,72,69
113,116,40,36
13,14,149,145
87,91,72,70
21,22,61,58
10,12,108,105
8,9,124,121
9,10,128,125
66,69,68,66
51,54,14,12
48,51,121,118
9,10,84,81
9,11,166,163
31,34,152,148
95,99,87,84
4,5,85,82
5,5,142,139
79,82,21,19
2,3,102,99
15,16,166,162
164,167,15,14
104,108,74,70
42,44,78,75
111,115,7,5
89,92,23,21
5,5,109,105
50,52,23,21
116,119,50,46
157,161,8,7
25,27,142,138
75,79,90,86
48,52,59,57
92,96,49,47
10,11,127,123
107,110,57,54
5,5,161,157
4,5,139,135
125,128,16,14
9,11,104,100
78,82,33,30
12,15,235,231
29,33,217,213
143,147,103,99
45,47,25,23
17,18,107,103
48,52,73,69
96,100,25,22
217,221,15,14
38,41,23,19
5,5,127,123
86,91,1,6
61,65,29,27
4,5,70,66
41,44,31,28
84,88,39,36
17,20,131,125
44,46,77,74
41,43,82,79
74,79,46,41
4,5,122,118
27,29,98,95
60,64,63,60
46,49,184,178
100,106,127,121
176,179,57,54
67,73,26,23
57,60,42,40
22,25,76,73
76,80,21,18
68,71,4,4
38,43,116,111
86,89,64,59
70,75,145,141
90,93,129,125
110,114,108,104
5,5,185,181
46,49,141,137
16,18,201,197
39,43,1,6
14,15,31,29
105,110,1,6
10,11,53,49
51,54,104,100
168,171,64,61
227,230,5,3
28,30,171,168
95,98,103,100
15,16,88,85
43,47,194,190
22,25,105,102
4,5,127,124
36,40,185,179
125,131,94,89
62,65,163,160
5,5,222,218
86,90,19,18
84,87,24,22
18,21,182,178
9,10,73,69
68,71,12,11
28,30,53,50
12,14,109,106
37,40,83,80
34,38,65,61
45,47,9,8
81,84,86,83
119,122,48,46
42,44,125,121
13,14,82,78
48,51,46,43
83,86,10,9
4,5,67,63
55,58,60,56
109,113,5,4
6,6,35,33
16,18,23,20
4,5,92,89
7,8,100,97
74,79,84,79
4,2,163,159
5,5,84,80
52,56,33,31
40,43,124,119
27,29,140,136
73,75,85,82
127,130,29,26
22,23,96,93
44,47,72,69
104,107,12,10
5,5,113,110
87,90,42,40
57,60,176,172
16,20,34,30
84,87,33,31
92,96,30,27
50,55,16,14
53,57,89,84
22,23,126,123
5,5,143,139
6,6,142,137
139,143,7,6
10,11,178,174
48,51,74,71
9,10,181,177
112,114,78,76
66,70,94,90
46,48,116,112
72,75,89,86
41,44,135,132
61,64,93,89
97,100,104,101
160,164,40,37
9,10,67,65
35,38,60,56
57,61,37,35
82,85,42,39
119,122,5,5
5,5,80,76
62,66,19,17
136,139,5,3
39,42,83,80
40,42,66,64
70,73,5,3
62,65,69,66
35,37,95,92
71,74,58,55
83,86,19,18
241,246,1,6
67,70,102,98
108,110,62,59
64,67,107,104
5,5,76,73
127,130,56,53
131,137,53,48
102,105,88,85
5,5,187,184
54,58,1,6
19,20,41,40
44,46,190,187
5,5,158,155
32,33,122,119
5,5,125,121
21,22,160,157
5,5,176,173
48,51,15,14
48,52,110,106
29,31,1,6
18,19,15,14
43,46,34,30
56,59,20,17
5,5,73,70
66,69,39,36
122,126,55,51
35,37,144,140
39,43,45,41
5,6,178,174
30,34,150,147
8,9,120,116
42,46,83,79
25,30,49,45
5,5,129,126
5,6,104,101
22,25,85,82
62,64,46,42
4,5,109,105
15,17,97,95
23,25,80,76
63,67,57,54
107,111,13,11
49,52,26,24
101,105,18,16
10,11,85,82
71,76,53,49
5,5,126,122
45,49,82,80
6,7,148,144
73,77,25,23
4,5,77,73
12,14,68,64
89,93,69,65
10,10,180,176
103,107,83,79
8,9,75,71
39,42,37,35
5,5,74,71
12,15,117,113
69,73,59,56
31,33,114,110
8,9,138,135
4,4,99,96
15,16,166,164
123,127,16,15
8,9,129,125
99,105,90,86
28,29,167,162
42,46,113,109
5,5,154,150
5,5,148,145
8,9,111,108
56,60,60,57
28,30,90,86
98,103,22,19
94,98,29,26
67,71,68,64
4,5,97,93
55,59,43,40
87,91,139,135
199,202,28,26
5,5,225,221
75,79,151,147
49,53,39,36
8,9,127,123
8,9,65,62
2,3,111,107
66,70,44,40
91,95,19,17
35,38,142,138
102,106,74,70
114,116,65,63
5,5,175,171
5,5,111,108
28,31,54,51
50,53,32,30
32,36,93,88
44,46,58,55
120,124,66,63
48,50,140,137
64,68,20,17
56,60,48,45
18,20,88,84
80,83,33,31
4,5,111,107
64,68,48,45
4,5,195,191
9,11,189,185
69,73,127,123
4,5,233,229
138,142,26,24
118,121,47,44
4,5,199,195
9,11,193,189
73,77,127,123
9,10,99,96
10,10,108,104
4,4,100,96
48,52,52,49
35,38,116,112
107,111,43,40
139,142,12,11
104,106,80,78
48,52,27,23
