DLsv,DLcv,DRcv,DRsv
34,37,8,7
4,5,52,48
51,55,9,7
42,45,15,13
14,16,53,50
30,32,48,46
39,40,14,12
61,63,7,7
49,52,12,11
26,29,21,19
6,7,92,88
45,49,50,47
45,48,20,18
42,46,38,34
36,39,52,50
55,59,7,6
8,10,60,57
39,41,9,7
50,54,8,6
31,34,1,4
18,22,38,35
13,15,40,37
17,19,38,37
22,25,31,28
11,12,73,69
53,55,12,11
58,61,14,13
34,36,45,42
5,5,52,48
8,9,40,38
26,29,74,70
60,64,39,35
75,79,24,22
42,45,30,28
40,43,9,7
4,4,74,71
47,49,16,14
26,27,48,44
62,66,9,7
4,3,46,43
9,11,58,54
37,41,28,26
4,3,67,63
36,40,30,28
4,2,61,58
51,54,29,27
4,3,56,52
9,10,56,53
4,3,59,56
26,28,34,31
4,3,59,55
20,24,38,35
50,53,11,11
52,55,24,20
6,7,46,43
21,22,46,42
35,38,31,28
85,88,13,12
4,3,78,74
39,43,38,36
53,56,36,33
76,79,13,12
8,8,50,47
21,24,34,32
40,44,76,72
3,1,54,50
10,10,38,36
71,74,1,3
26,28,46,44
10,12,49,47
15,18,42,40
4,5,57,54
3,1,48,45
49,51,24,21
12,13,53,50
10,11,42,39
51,54,7,5
61,66,1,6
35,38,31,27
62,66,13,12
23,25,62,60
28,30,56,53
17,20,40,37
24,27,1,4
24,26,30,28
42,46,10,9
9,10,44,41
8,9,57,54
7,7,54,51
8,9,48,45
29,32,41,38
16,18,53,50
30,31,40,37
28,31,27,26
19,22,1,4
60,64,24,22
19,22,1,4
35,37,24,22
54,57,9,8
12,13,121,118
30,33,25,23
22,23,38,35
11,13,46,42
16,18,52,50
40,43,1,4
47,50,19,18
2,3,70,67
24,25,48,46
4,0,75,72
5,6,60,57
13,14,50,47
38,41,19,18
39,42,24,22
9,11,47,44
8,8,51,47
27,30,1,4
23,26,1,4
3,4,61,59
44,47,1,4
38,42,25,22
31,33,12,11
47,50,65,62
4,1,55,52
58,61,134,130
24,27,169,166
140,143,52,49
191,195,51,49
68,71,28,26
90,93,7,7
215,218,44,41
63,66,197,194
185,188,75,72
4,4,258,254
56,59,87,84
2,2,31,29
68,71,34,32
96,101,1,6
44,48,15,13
4,3,31,30
31,33,45,42
61,64,14,13
16,17,81,79
14,16,40,38
40,43,33,30
72,75,28,25
13,15,68,65
4,0,40,38
13,16,81,77
102,105,20,18
4,0,61,57
52,55,11,10
14,14,36,34
4,3,91,87
49,53,41,38
26,29,70,68
59,62,19,17
12,15,64,61
23,26,75,72
4,0,103,100
70,74,9,7
5,6,56,52
5,6,61,57
37,39,32,29
23,24,37,34
6,7,61,57
4,3,65,61
29,33,58,53
11,13,67,65
17,18,61,57
4,4,52,49
10,11,92,88
55,58,45,42
4,0,88,85
3,2,52,49
28,30,96,93
14,16,55,53
42,45,16,13
23,25,49,46
4,1,67,63
33,35,45,42
11,13,61,58
3,4,120,117
52,55,69,66
41,43,33,30
4,1,76,73
4,4,66,62
33,37,33,31
49,52,132,128
82,86,26,24
23,25,32,30
43,46,34,32
9,10,48,44
37,41,17,14
12,12,88,84
4,1,77,74
4,1,62,59
12,12,56,53
92,96,21,17
13,14,63,60
17,20,51,46
50,53,80,77
8,8,66,63
62,66,1,6
8,9,48,44
40,44,13,12
7,7,77,73
41,45,39,36
9,9,78,75
77,79,3,4
78,81,3,4
57,61,14,12
16,18,39,37
17,18,72,68
41,45,45,42
38,41,17,15
4,1,54,51
4,1,59,55
6,6,65,62
35,39,41,38
7,8,139,136
27,31,28,26
31,35,32,30
3,1,72,69
16,19,54,51
65,67,11,11
4,0,128,124
71,75,53,51
4,0,54,50
22,26,28,26
4,0,70,67
10,11,57,54
32,34,36,34
16,18,20,17
12,14,32,30
67,70,22,20
22,25,38,35
4,1,52,48
4,0,82,79
4,4,107,103
22,25,14,12
25,28,66,62
4,4,107,103
51,55,82,78
39,42,95,91
111,114,12,10
32,35,80,77
98,102,13,11
35,38,21,18
4,0,56,52
57,60,27,24
12,15,68,64
63,67,16,15
13,14,90,87
13,15,120,117
21,24,70,68
4,5,64,61
38,41,26,24
10,10,68,65
53,56,22,20
36,39,38,34
58,62,15,13
64,67,79,77
18,20,46,42
35,38,27,25
42,45,1,6
7,9,102,98
29,33,78,74
4,1,81,77
26,30,52,49
4,1,63,60
22,24,41,39
4,4,95,92
3,1,100,96
21,22,95,92
4,4,47,45
13,14,37,34
4,1,89,85
49,53,37,35
4,1,150,146
38,42,109,105
82,86,65,62
17,19,136,132
50,54,101,98
41,43,15,14
68,71,31,29
3,1,60,56
41,43,18,16
6,7,89,86
12,14,62,60
46,48,19,17
50,53,21,19
6,7,66,63
47,48,107,104
5,5,84,81
50,53,26,24
3,2,88,84
34,38,52,49
8,8,62,59
21,23,58,54
49,53,28,25
9,9,72,69
28,31,27,25
3,4,61,58
49,52,51,48
74,78,13,11
4,0,61,58
3,4,94,90
12,16,82,78
3,2,54,51
19,21,31,29
42,45,12,12
41,43,19,17
66,70,83,79
10,11,91,87
35,38,31,28
54,57,24,22
4,0,113,110
19,21,104,101
36,38,36,33
10,11,94,90
54,57,48,45
4,0,88,84
67,71,17,15
28,30,92,89
17,18,23,22
63,65,26,24
4,0,55,52
24,26,34,31
3,4,59,55
14,16,48,45
37,40,31,29
42,45,95,91
119,123,17,15
64,68,34,31
28,30,44,41
5,5,47,44
4,4,117,113
49,53,68,64
44,47,7,5
13,15,73,70
60,62,14,13
37,40,24,21
8,8,70,68
4,0,40,38
35,37,36,33
20,23,37,34
28,30,23,21
72,75,17,15
42,44,1,4
3,0,108,105
4,0,65,61
10,11,47,44
4,0,64,61
7,7,49,46
6,8,93,89
6,7,72,68
4,4,62,59
11,12,54,51
25,27,13,11
40,42,40,37
15,18,37,33
4,4,58,54
41,45,17,15
51,54,37,34
40,42,21,19
70,73,15,14
43,45,9,8
71,74,30,28
60,64,50,47
5,6,99,96
6,0,67,63
41,44,26,24
52,55,70,66
121,124,1,4
4,0,61,58
7,7,56,53
5,7,62,59
26,30,81,78
38,39,16,14
30,33,23,20
6,7,49,48
7,7,50,46
14,16,38,34
3,3,70,67
4,4,62,58
31,33,50,47
24,26,30,29
4,4,90,86
33,37,57,54
4,4,86,82
48,51,39,36
66,69,18,15
4,0,82,79
16,18,74,70
37,41,51,49
3,1,62,58
27,30,58,54
68,72,16,14
50,53,10,8
4,1,46,43
3,4,71,67
4,0,57,55
5,7,38,34
34,38,7,7
56,59,70,68
18,19,91,87
34,37,11,9
31,34,31,28
24,28,36,32
71,74,40,38
77,80,16,14
7,8,54,51
38,41,22,19
2,3,62,59
35,38,27,25
34,36,19,18
12,13,66,63
4,5,53,50
2,3,64,61
3,2,64,62
3,2,59,57
51,54,29,27
75,78,10,7
3,2,60,58
47,51,11,9
53,56,41,37
72,76,21,19
16,18,79,75
31,34,75,72
23,26,84,80
9,10,63,60
30,33,60,56
68,72,21,18
6,7,43,40
23,25,104,101
24,26,83,80
73,76,21,19
36,37,59,57
4,0,101,99
53,56,10,9
4,3,62,60
12,14,43,40
39,42,15,13
10,11,59,55
21,24,64,60
69,73,15,13
7,8,84,80
74,78,14,12
4,5,47,43
4,1,51,49
47,50,16,14
4,4,68,65
7,8,85,82
4,4,89,86
12,13,80,76
6,7,62,59
28,30,29,27
4,3,48,45
27,29,22,20
38,41,71,68
37,40,65,62
46,49,16,14
15,16,48,45
4,0,60,58
28,31,50,47
55,59,46,42
80,84,21,19
29,31,55,52
14,15,71,67
16,18,66,62
21,23,27,25
9,11,36,33
93,97,6,5
40,42,53,49
63,67,28,25
10,11,53,49
32,36,9,8
4,4,56,52
7,8,78,75
4,4,82,78
4,1,55,51
28,32,24,21
51,54,36,34
43,47,64,60
76,80,31,29
4,1,50,46
34,38,13,11
3,4,43,40
19,21,72,68
51,55,38,35
72,75,9,8
5,5,58,55
68,70,9,8
46,48,16,15
9,10,47,44
14,16,56,53
8,9,73,69
33,37,45,41
6,7,54,52
13,14,62,59
11,13,41,38
30,33,21,20
5,5,40,37
21,24,46,43
3,1,67,64
5,5,71,68
3,1,56,53
43,47,60,56
89,92,15,14
4,0,67,63
35,39,28,26
4,0,71,68
54,57,14,12
3,0,120,117
30,32,36,34
75,78,25,22
75,77,5,5
23,25,29,27
47,50,47,44
28,30,9,7
4,4,49,46
15,18,58,54
71,75,1,4
34,36,51,49
3,1,76,73
31,34,6,6
4,4,58,55
26,30,42,39
33,35,25,23
58,62,8,7
4,1,66,64
6,0,58,54
18,20,40,38
21,23,26,25
9,10,42,39
33,36,7,6
14,16,43,40
3,2,42,40
19,21,38,34
33,36,16,13
3,3,62,60
15,17,57,53
3,2,64,60
25,29,37,33
49,53,13,12
4,5,46,44
28,31,23,22
11,11,112,108
35,38,86,83
4,5,62,59
50,52,46,44
72,74,22,20
4,1,57,53
23,23,43,40
29,32,23,20
67,70,32,29
32,34,17,16
6,7,41,37
21,24,55,52
53,57,46,44
6,7,67,63
45,48,16,14
6,6,57,53
47,49,28,26
54,57,54,50
20,22,74,70
39,40,39,37
23,25,20,19
4,4,50,46
31,35,19,17
4,4,50,46
29,33,21,19
4,4,86,82
31,35,55,52
52,55,19,16
17,19,29,27
3,1,25,22
4,1,61,57
10,12,29,27
19,21,29,27
24,25,29,27
37,39,16,13
39,42,33,31
4,1,57,53
25,28,30,27
45,48,29,27
14,16,47,44
6,7,44,41
9,10,35,33
4,1,53,50
28,30,19,17
33,36,19,17
4,1,52,49
4,1,50,46
33,37,14,12
4,1,46,43
4,0,72,68
7,8,51,49
11,13,53,50
6,8,57,54
46,48,20,18
42,45,6,4
45,48,36,33
10,12,50,47
7,8,53,49
34,38,23,21
36,38,16,15
8,11,36,33
4,1,53,49
39,43,11,9
4,5,25,24
25,28,23,20
22,24,27,24
16,19,36,32
32,36,19,17
18,21,45,43
33,36,24,21
35,37,13,12
7,8,60,58
16,18,41,38
31,33,45,42
6,8,70,67
45,48,15,13
17,19,41,38
40,43,20,18
20,23,23,22
7,8,39,36
3,4,52,51
10,12,55,52
38,41,25,23
16,20,18,16
7,9,54,52
4,1,59,56
4,1,68,65
4,1,54,51
4,1,48,45
4,1,59,56
7,9,44,42
12,14,58,54
4,1,58,54
34,37,34,31
4,1,50,47
13,14,43,40
33,35,15,13
39,42,15,13
36,39,18,17
16,17,46,43
42,46,30,26
24,26,41,37
6,7,59,56
8,10,46,43
6,6,44,40
4,1,59,56
32,33,34,32
7,8,59,56
16,17,39,36
20,23,18,16
4,1,49,45
4,1,71,68
11,11,51,49
33,37,39,35
14,16,36,33
64,67,27,26
39,41,19,18
140,144,12,12
4,0,72,68
18,22,50,48
46,49,1,3
4,4,46,43
4,4,53,50
7,8,53,50
11,13,42,39
36,39,16,16
16,18,16,16
25,27,22,20
59,62,54,52
58,61,45,43
50,52,1,3
7,9,43,40
7,9,60,56
43,47,22,20
21,22,60,58
12,14,21,20
56,59,36,34
6,7,83,79
13,14,44,40
7,8,39,37
36,39,10,9
32,35,29,27
3,3,53,50
4,4,50,46
31,35,19,17
4,4,57,54
4,1,50,46
4,1,50,47
3,3,50,47
4,1,52,48
85,91,27,24
53,55,42,38
3,3,63,61
4,4,70,67
64,68,28,26
7,8,82,78
36,40,50,46
67,71,19,18
3,1,61,57
21,23,52,49
32,34,32,30
25,28,43,41
75,79,27,24
20,22,49,46
18,19,69,67
105,108,13,12
21,23,41,37
57,60,9,8
52,55,29,26
44,46,29,26
4,2,56,53
5,6,76,73
9,10,71,68
25,28,9,8
84,89,1,6
6,8,61,57
29,33,36,33
4,5,48,45
3,0,78,76
53,55,22,20
27,29,48,45
31,34,15,13
4,4,34,31
15,18,61,58
8,8,64,60
4,1,52,48
29,33,20,18
24,26,64,61
23,26,25,23
8,8,46,44
3,3,52,49
9,10,44,41
3,3,71,68
39,42,61,58
4,0,45,43
5,5,25,24
15,17,43,40
23,25,46,43
43,46,26,24
3,0,60,57
45,49,8,7
4,1,45,41
29,33,13,11
55,58,10,9
8,9,59,56
4,1,72,68
4,1,41,38
4,0,69,66
34,37,22,19
44,47,15,13
42,45,13,12
45,47,9,8
10,12,66,63
5,6,99,97
39,41,8,7
4,0,49,46
4,0,84,82
24,26,49,46
71,75,8,6
57,60,13,11
65,68,12,12
53,56,15,13
15,17,78,74
54,58,37,34
15,18,54,50
45,48,16,14
59,62,18,15
68,72,8,7
5,6,40,38
9,11,34,31
19,21,57,55
3,0,64,62
76,79,7,6
25,28,34,30
4,0,55,52
40,43,4,4
33,36,11,9
30,32,47,44
73,76,9,8
6,6,42,39
26,28,83,80
4,4,106,102
47,51,59,56
56,59,9,8
41,44,27,26
55,58,9,7
3,0,73,71
42,45,58,55
15,17,43,40
40,43,24,22
18,21,99,97
112,115,5,5
32,34,86,82
19,21,51,47
52,56,16,14
67,69,1,4
10,12,86,83
92,96,23,21
72,76,6,6
22,25,71,67
78,82,14,12
4,2,67,64
65,68,8,6
59,63,11,9
15,16,54,51
23,24,43,39
44,48,19,18
48,51,27,24
32,34,26,24
22,25,22,20
8,9,40,38
27,29,56,53
24,27,65,62
99,102,15,14
35,37,79,75
67,70,17,16
9,10,38,35
4,0,61,58
4,0,74,70
51,54,14,13
54,58,1,4
11,13,39,37
4,0,61,59
72,76,24,23
26,29,59,56
81,85,28,24
103,107,6,5
4,4,139,135
100,105,37,35
4,1,80,76
24,26,141,135
131,134,36,34
57,60,109,105
91,95,74,71
35,39,130,126
4,4,86,83
3,1,95,92
3,1,42,38
17,20,166,162
26,28,103,100
55,58,73,71
32,35,117,114
62,65,87,84
4,4,119,115
88,92,31,28
84,88,52,49
24,27,67,64
52,55,100,96
82,86,69,65
106,110,45,42
120,124,61,57
29,32,32,29
4,1,64,60
3,1,101,97
3,1,117,113
109,113,67,63
108,111,77,74
173,176,12,12
28,31,26,24
29,31,29,26
36,40,99,95
68,71,68,65
65,67,53,51
42,45,102,99
19,22,64,61
3,4,114,110
53,57,61,59
40,42,59,57
14,16,154,150
23,25,112,107
48,53,84,81
16,19,38,35
16,17,167,162
130,133,35,33
115,119,48,45
3,0,101,98
95,99,3,4
8,9,129,125
98,101,15,13
24,28,31,29
7,7,52,50
10,11,61,58
52,54,43,39
83,87,10,10
10,11,68,64
51,55,24,20
41,44,22,21
158,162,5,5
7,7,113,109
26,28,98,95
99,102,24,22
29,31,94,91
176,180,21,18
9,9,209,205
63,66,49,46
59,63,58,54
75,79,109,106
9,10,44,41
42,46,65,63
4,4,93,89
16,19,53,50
4,1,63,59
4,0,76,73
95,98,23,22
99,103,17,15
54,57,63,61
71,73,3,4
73,76,48,44
75,79,16,15
142,146,9,8
4,1,59,56
15,18,43,39
53,56,5,5
52,55,40,37
60,64,46,42
102,105,5,5
55,59,13,11
41,44,26,23
96,99,68,65
47,50,67,64
4,0,143,140
19,20,113,109
91,95,38,36
37,39,135,131
67,71,103,99
100,104,70,66
3,3,171,167
56,60,103,97
4,1,68,64
32,36,33,30
130,133,11,9
30,31,114,111
29,31,56,53
3,1,131,127
4,0,60,58
117,121,12,10
11,12,94,90
77,81,25,22
63,65,59,56
3,2,91,88
7,7,113,110
50,52,52,49
15,17,96,92
50,54,59,55
91,95,18,16
83,87,84,80
107,111,60,57
99,102,58,56
18,20,88,85
55,59,48,44
82,86,21,20
36,37,41,39
5,6,63,60
4,0,136,132
143,147,9,7
34,37,60,56
86,90,7,5
10,10,152,149
21,23,183,180
25,27,178,174
12,14,35,33
82,85,5,3
7,8,51,48
52,55,62,58
20,22,85,80
113,116,27,24
3,0,79,76
63,66,4,4
78,81,51,48
10,10,173,170
41,44,92,88
10,10,129,125
14,16,141,137
63,67,90,87
7,9,121,117
39,43,87,84
59,61,68,64
9,10,84,81
45,49,80,77
3,4,117,114
100,103,17,16
136,140,70,67
100,103,17,16
30,32,85,82
24,26,63,60
4,4,135,131
109,112,27,25
61,64,33,31
28,32,62,57
23,26,71,67
25,28,59,54
68,72,17,14
4,5,82,78
4,4,120,116
9,10,63,60
5,5,189,186
25,28,113,109
4,4,131,127
3,3,152,149
68,73,1,6
38,41,35,32
48,50,7,6
30,34,1,6
6,7,38,35
4,5,81,77
26,28,77,73
72,75,68,64
80,82,61,58
10,10,125,122
11,12,101,98
10,10,58,55
53,55,70,68
10,10,115,111
10,10,121,118
26,29,52,48
55,58,101,99
14,15,83,81
54,58,45,43
20,22,114,111
24,28,1,6
122,125,42,39
57,60,108,104
27,30,56,54
88,93,1,6
3,0,101,98
49,52,49,47
34,37,78,74
14,16,136,134
40,43,108,104
57,59,100,97
26,29,84,81
32,34,135,130
64,66,30,28
19,21,198,194
54,58,161,157
69,73,11,10
62,64,61,58
70,73,85,82
11,13,54,51
14,16,154,151
30,33,144,140
72,76,101,97
107,111,66,62
136,140,37,34
76,79,79,75
10,10,168,164
10,10,137,134
4,4,62,59
26,30,59,56
12,13,62,59
10,10,226,222
107,111,22,20
19,21,93,90
16,19,94,92
4,1,98,94
28,32,67,63
4,4,99,95
39,41,30,26
52,54,87,84
51,54,56,53
105,109,31,29
13,14,134,130
42,44,85,81
10,10,119,116
54,57,47,44
48,51,48,43
86,89,12,12
41,44,112,106
18,20,59,57
10,11,135,131
53,57,60,55
21,24,76,72
37,40,62,58
74,78,24,22
59,61,41,39
95,99,55,52
64,67,58,55
22,25,75,71
48,52,48,45
3,2,104,100
65,69,143,139
113,116,96,93
161,165,32,29
10,10,106,102
70,74,42,39
22,24,140,134
19,19,78,74
45,48,28,26
82,85,33,30
64,69,154,149
213,217,8,7
10,12,117,113
178,182,57,54
59,61,96,92
133,136,32,30
18,20,88,85
87,89,54,52
59,63,58,55
54,58,69,66
66,68,78,76
27,29,76,71
18,19,80,78
41,46,102,96
9,10,100,96
29,31,112,109
138,141,13,11
36,39,107,103
15,18,48,44
70,73,82,78
40,43,58,54
80,84,17,15
10,11,72,70
78,82,1,4
15,18,82,78
93,96,12,11
9,9,100,97
10,10,100,96
3,2,97,93
4,5,74,70
46,50,29,27
100,103,37,34
60,63,76,73
91,93,1,3
10,10,61,58
74,78,12,11
60,65,81,76
58,62,66,62
4,5,114,110
108,112,7,6
10,10,130,127
10,10,157,153
56,59,69,65
59,62,3,4
72,75,129,126
27,30,174,170
129,133,71,67
177,181,23,20
10,10,190,186
10,10,106,104
10,12,131,127
41,44,99,95
89,93,50,47
44,47,55,53
30,33,72,69
9,10,146,143
34,36,55,53
30,32,58,54
13,14,65,62
88,92,23,22
3,2,145,141
18,22,125,121
35,39,108,104
66,70,77,73
112,116,31,28
4,0,126,122
18,20,77,73
142,145,52,49
58,61,136,132
10,10,133,129
10,10,184,180
70,74,120,116
9,11,203,199
86,90,124,120
8,8,91,87
11,13,184,180
7,9,188,184
16,20,177,173
139,143,54,50
178,182,15,12
123,127,70,67
54,57,71,67
4,0,45,43
91,96,53,48
39,43,45,40
15,16,154,150
94,97,73,70
83,86,28,26
80,83,91,88
132,135,39,37
155,158,16,14
28,30,54,51
26,29,92,89
38,41,8,6
69,72,174,170
51,55,47,45
69,72,15,13
5,5,104,101
5,5,115,111
89,92,72,69
14,16,129,126
33,37,73,67
138,141,20,20
10,11,152,149
5,7,139,136
95,98,48,45
205,209,45,42
38,40,15,13
81,85,19,17
48,51,14,13
57,60,16,15
89,93,1,4
23,26,59,57
15,16,48,44
23,25,76,72
23,26,42,39
71,75,25,23
22,24,63,60
4,0,117,113
103,107,10,9
44,47,64,60
43,46,52,48
17,19,106,102
13,14,107,104
77,81,93,90
3,0,126,123
64,67,58,54
110,114,11,10
35,38,110,108
5,5,121,117
73,77,49,46
4,4,104,101
10,12,107,103
23,25,95,92
3,1,116,113
38,41,75,72
100,104,52,49
9,9,148,145
11,12,120,116
65,69,63,61
59,63,40,37
8,9,94,91
4,4,177,173
10,12,154,150
59,63,47,44
36,40,85,80
82,85,101,98
6,6,81,78
27,30,97,91
61,64,32,29
39,42,75,71
67,72,14,11
4,4,162,158
6,7,142,138
101,104,45,43
6,9,149,145
30,33,126,123
141,145,13,11
67,70,34,31
115,121,1,6
9,10,115,112
47,50,74,71
32,38,106,100
83,89,55,50
110,115,30,28
38,41,62,58
4,0,127,123
46,50,77,74
26,29,1,6
29,31,41,38
36,39,86,80
43,46,208,204
76,80,174,170
4,1,87,83
44,48,40,37
25,28,127,123
58,62,93,89
74,78,77,74
36,39,115,111
59,62,82,78
98,102,42,40
5,5,178,174
78,82,73,69
64,67,88,85
2,3,141,137
41,43,101,97
90,94,50,47
31,33,1,6
4,4,32,31
5,6,128,125
57,61,72,68
77,81,52,49
35,38,38,36
3,1,86,82
3,1,104,100
52,55,97,93
8,10,93,90
14,16,113,110
8,12,74,70
8,9,78,75
13,15,48,44
10,12,52,49
92,95,39,36
106,109,25,23
40,44,120,116
56,60,104,100
110,114,50,49
4,4,160,156
82,86,78,74
122,126,38,34
4,4,138,134
12,15,127,123
76,80,62,58
124,128,14,12
4,4,45,41
64,67,82,79
12,14,135,132
4,4,111,107
65,69,46,42
7,8,95,91
18,22,81,77
139,142,35,32
19,21,86,83
4,0,111,107
11,15,96,92
63,67,44,41
34,37,28,25
66,70,54,50
97,101,23,20
54,57,101,97
103,107,51,48
45,48,19,18
62,64,1,4
39,42,29,27
85,89,73,67
35,38,32,29
75,79,61,57
8,9,131,127
106,110,30,27
35,38,31,29
43,48,79,75
151,155,1,4
21,22,97,94
4,1,147,144
36,39,109,105
93,97,51,47
67,69,107,104
11,13,75,73
47,49,38,36
59,62,58,55
34,37,52,49
75,78,51,48
7,8,121,117
40,42,40,37
22,25,66,63
6,7,49,46
4,1,116,112
24,28,89,86
68,71,112,109
73,76,31,29
13,15,48,46
59,62,1,4
4,3,140,136
69,73,70,67
82,85,50,46
99,103,32,29
48,51,41,38
82,86,31,29
55,58,59,56
5,5,99,96
17,19,84,82
34,37,53,49
59,63,27,23
78,82,8,6
26,28,28,24
47,51,5,4
180,183,11,10
44,47,111,107
4,1,120,116
13,17,104,100
27,31,90,87
58,61,84,80
78,82,63,60
59,61,74,70
106,110,25,23
8,10,44,41
95,98,61,58
36,39,22,20
50,54,38,36
8,10,83,79
46,50,43,40
38,42,7,5
114,118,7,5
6,8,139,136
105,111,34,30
122,126,21,19
24,26,113,109
54,58,81,78
130,133,12,10
4,4,103,100
68,70,178,176
72,75,172,168
108,112,135,131
143,147,100,97
78,80,29,26
48,51,64,60
4,1,98,94
82,86,13,12
60,65,69,64
50,53,120,116
7,8,129,126
41,44,67,63
69,73,38,35
151,155,10,8
91,94,61,58
60,63,58,54
4,1,104,100
48,52,53,49
90,94,11,9
4,1,138,134
236,241,51,46
88,92,202,198
134,138,156,152
165,169,125,122
44,47,91,87
4,1,137,133
73,76,76,72
19,21,131,127
113,116,80,76
4,1,123,119
13,15,108,106
25,28,94,90
72,75,47,44
54,58,51,48
74,78,45,42
78,81,62,58
114,118,25,24
4,0,145,141
50,54,88,85
21,23,120,116
30,32,138,135
21,22,166,162
86,90,98,94
39,42,110,106
111,115,37,34
16,18,163,159
138,142,39,37
142,146,9,7
59,63,120,116
4,1,119,116
109,113,7,6
90,91,74,72
4,1,163,159
47,50,114,111
45,48,73,70
96,98,18,18
7,8,69,65
38,42,35,32
81,84,19,17
6,8,73,69
20,24,57,53
35,39,42,39
26,29,105,102
4,0,134,130
41,44,59,56
9,11,116,113
87,91,35,34
107,110,38,36
2,3,55,51
5,5,113,109
9,11,107,103
27,31,87,83
4,5,191,187
117,121,75,71
107,110,85,83
32,35,160,156
66,70,125,121
12,14,124,121
15,17,74,71
105,109,22,19
6,7,48,45
44,47,68,65
7,8,63,60
69,72,114,110
59,61,69,66
103,106,23,21
23,25,104,100
11,13,174,171
175,178,9,8
56,59,127,123
58,62,140,136
101,105,97,93
137,141,61,59
107,110,132,128
13,14,228,224
13,14,142,138
4,1,92,90
61,64,52,49
86,90,9,6
106,110,57,53
129,133,34,31
25,26,95,92
41,44,122,119
125,128,25,23
4,4,148,144
29,33,119,115
15,17,107,103
6,7,106,103
70,73,94,90
53,55,102,98
48,51,106,102
109,113,38,35
19,22,57,54
15,17,141,137
73,75,73,70
119,122,26,23
13,14,85,81
27,31,68,65
62,65,45,42
13,15,49,46
70,74,36,33
36,39,106,102
92,96,49,46
111,114,9,8
7,8,121,117
99,103,26,23
23,25,104,100
60,64,65,61
82,86,43,40
15,18,100,96
10,12,57,54
7,8,62,59
91,94,51,48
121,124,34,33
20,22,129,125
60,64,87,84
63,67,32,30
63,67,86,82
133,136,20,18
16,17,124,120
94,98,43,41
20,22,36,34
30,34,106,102
6,7,106,103
4,0,112,108
124,128,1,4
93,96,45,41
6,8,78,75
97,100,5,3
4,1,86,83
21,22,141,138
7,9,153,149
51,55,107,104
16,18,153,150
19,21,108,104
60,63,94,91
16,17,81,77
58,62,36,33
64,67,46,42
60,63,60,56
43,46,69,66
90,93,62,60
17,19,64,61
82,85,138,134
24,25,37,35
18,19,46,44
66,69,69,65
88,92,46,43
146,149,9,7
83,87,71,68
95,99,61,57
115,118,12,11
110,113,16,13
20,22,119,115
36,39,150,147
62,65,76,73
33,35,174,170
16,19,129,125
4,1,118,114
4,3,66,64
70,73,103,100
10,11,106,102
60,64,53,50
48,49,94,92
4,1,180,177
54,58,1,4
5,5,66,62
45,48,103,98
20,22,69,65
63,67,24,22
47,49,48,45
31,33,110,106
104,107,46,42
116,119,12,10
60,64,55,52
4,1,102,99
5,5,102,99
22,24,82,79
68,71,109,106
89,93,9,7
73,77,9,7
10,10,75,73
45,48,101,97
177,180,61,58
96,99,71,68
46,48,28,26
20,22,96,92
40,42,68,64
91,95,15,14
146,150,81,77
172,176,55,52
10,10,110,106
85,89,31,28
51,54,116,113
20,22,71,68
4,2,166,162
29,31,1,6
19,20,14,12
4,4,46,42
9,10,102,98
19,21,92,90
52,55,40,38
71,74,21,20
5,5,118,114
33,35,56,52
65,69,24,21
23,24,69,66
4,4,63,60
41,43,75,70
64,68,52,48
18,19,101,98
10,11,72,68
75,79,137,134
62,65,82,78
79,83,64,61
11,12,181,178
32,33,1,6
23,24,12,10
25,29,138,133
93,97,22,19
26,29,88,84
78,82,35,32
6,7,213,209
9,10,155,151
54,57,43,40
10,11,120,116
33,37,94,90
30,33,24,22
12,13,138,134
4,4,102,99
11,12,122,119
29,32,101,97
86,89,35,33
6,0,163,158
146,149,17,15
70,73,92,88
29,32,35,33
5,6,103,99
88,90,45,44
32,34,100,97
116,119,15,12
53,56,29,27
58,60,41,38
105,108,10,9
3,4,193,190
17,19,98,95
6,7,165,161
3,4,97,93
14,16,86,83
82,86,86,82
66,69,105,102
5,5,105,102
9,10,72,68
39,41,138,135
132,136,30,28
7,8,78,75
92,95,142,139
10,10,226,222
144,148,88,85
117,120,32,29
113,116,37,34
66,68,85,82
4,4,154,150
102,106,52,49
42,45,113,110
49,52,55,52
81,84,54,50
109,113,25,23
64,67,33,31
47,51,111,107
125,129,33,30
109,113,70,67
40,42,104,101
91,94,52,50
8,9,152,148
10,10,143,140
68,73,53,50
4,4,124,120
83,87,41,38
16,19,115,111
54,56,20,17
30,33,43,40
12,14,101,98
89,92,37,34
66,69,60,57
16,18,98,95
23,25,114,110
66,70,69,65
123,127,12,11
66,69,8,7
15,18,53,49
56,60,69,65
70,74,55,53
156,161,49,46
4,4,208,204
12,13,38,35
59,62,132,128
101,105,89,85
136,140,54,50
174,178,16,15
10,10,90,86
51,54,99,95
108,112,41,38
83,86,93,90
35,38,140,136
34,37,45,42
22,25,70,66
4,4,91,87
54,56,39,36
161,164,1,3
29,32,172,169
113,116,87,83
10,10,193,190
45,49,1,6
53,56,40,36
76,80,16,14
56,59,169,165
7,7,143,141
13,14,65,61
47,51,28,26
74,78,36,33
4,1,50,47
31,32,85,82
22,25,108,104
19,21,141,137
144,148,14,13
52,56,72,68
53,57,32,29
4,4,87,84
20,23,167,164
129,133,22,20
