29	desplazar_1_desplaza|servir_1_servirá	y|a|todo|animal|de|la|tierra|,|a|toda|ave|del|cielo|,|y|a|todo|animal|que|se|desplaza|sobre|la|tierra|,|en|que|hay|vida|,|toda|planta|les|servirá|de|alimento.|"|y|fue|así
30	ver_1_vio|hacer_1_hecho	dios|vio|todo|lo|que|había|hecho|,|y|he|aquí|que|era|muy|bueno.|y|fue|la|tarde|y|fue|la|mañana|del|sexto|día
31	terminar_1_terminados	así|fueron|terminados|los|cielos|y|la|tierra|y|todos|sus|ocupantes
32	terminar_1_terminado|hacer_2_hizo@hecho	el|séptimo|día|dios|había|terminado|la|obra|que|hizo|,|y|reposó|en|el|séptimo|día|de|toda|la|obra|que|había|hecho
33	santificar_1_santificó|dios_1_dios|hacer_1_hecho	por|eso|dios|bendijo|y|santificó|el|séptimo|día|,|porque|en|él|reposó|de|toda|su|obra|de|creación|que|dios|había|hecho
34	crear_1_creados|hacer_1_hizo	éstos|son|los|orígenes|de|los|cielos|y|de|la|tierra|,|cuando|fueron|creados.|cuando|jehovah|dios|hizo|la|tierra|y|los|cielos
35	germinar_1_germinado|hacer_1_hecho|llover_1_llover|cultivarla_1_cultivarla	aún|no|había|en|la|tierra|ningún|arbusto|del|campo|,|ni|había|germinado|ninguna|planta|del|campo|,|porque|jehovah|dios|no|había|hecho|llover|sobre|la|tierra|,|ni|había|hombre|para|cultivarla
36	subir_1_subía|regar_1_regaba	pero|subía|de|la|tierra|un|vapor|que|regaba|toda|la|superficie|de|la|tierra
37	formar_1_formó	entonces|jehovah|dios|formó|al|hombre|del|polvo|de|la|tierra.|sopló|en|su|nariz|aliento|de|vida|,|y|el|hombre|llegó|a|ser|un|ser|viviente
38	plantar_1_plantó|poner_1_puso|formar_1_formado	y|plantó|jehovah|dios|un|jardín|en|edén|,|en|el|oriente|,|y|puso|allí|al|hombre|que|había|formado
39	brotar_1_brotar|comer_1_comer	jehovah|dios|hizo|brotar|de|la|tierra|toda|clase|de|árboles|atractivos|a|la|vista|y|buenos|para|comer|;|también|en|medio|del|jardín|,|el|árbol|de|la|vida|y|el|árbol|del|conocimiento|del|bien|y|del|mal
40	salir_1_salía|regar_1_regar|dividir_1_dividía	un|río|salía|de|edén|para|regar|el|jardín|,|y|de|allí|se|dividía|en|cuatro|brazos
41	rodear_1_rodeaba	el|nombre|del|primero|era|pisón.|éste|rodeaba|toda|la|tierra|de|havila|,|donde|hay|oro
42	_0_	y|el|oro|de|aquella|tierra|es|bueno.|también|hay|allí|ámbar|y|ónice
43	rodear_1_rodeaba	el|nombre|del|segundo|río|era|guijón.|éste|rodeaba|toda|la|tierra|de|etiopía
44	correr_1_corre	el|nombre|del|tercer|río|era|tigris|,|que|corre|al|oriente|de|asiria.|y|el|cuarto|río|era|el|éufrates
45	tomar_1_tomó|poner_1_puso|cultivar_1_cultivase|guardar_1_guardase	tomó|,|pues|,|jehovah|dios|al|hombre|y|lo|puso|en|el|jardín|de|edén|,|para|que|lo|cultivase|y|lo|guardase
46	mandar_1_mandó|comer_1_comer	y|jehovah|dios|mandó|al|hombre|diciendo|:|"|puedes|comer|de|todos|los|árboles|del|jardín
47	comer_1_comerás	pero|del|árbol|del|conocimiento|del|bien|y|del|mal|no|comerás|,|porque|el|día|que|comas|de|él|,|ciertamente|morirás|.
48	decir_1_dijo|estar_1_esté|hacer_1_haré	dijo|además|jehovah|dios|:|"|no|es|bueno|que|el|hombre|esté|solo|;|le|haré|una|ayuda|idónea|.
49	formar_1_formó|traer_1_trajo|llamar_2_llamaría@llamó	jehovah|dios|,|pues|,|formó|de|la|tierra|todos|los|animales|del|campo|y|todas|las|aves|del|cielo|,|y|los|trajo|al|hombre|para|ver|cómo|los|llamaría.|lo|que|el|hombre|llamó|a|los|animales|,|ése|es|su|nombre
50	poner_1_puso|hallar_1_halló	el|hombre|puso|nombres|a|todo|el|ganado|,|a|las|aves|del|cielo|y|a|todos|los|animales|del|campo.|pero|para|adán|no|halló|ayuda|que|le|fuera|idónea
51	hacer_1_hizo|caer_1_cayera|dormir_1_dormía|tomar_1_tomó|cerrar_1_cerró	entonces|jehovah|dios|hizo|que|sobre|el|hombre|cayera|un|sueño|profundo|;|y|mientras|dormía|,|tomó|una|de|sus|costillas|y|cerró|la|carne|en|su|lugar
52	tomar_1_tomó|hacer_1_hizo|traer_1_trajo	y|de|la|costilla|que|jehovah|dios|tomó|del|hombre|,|hizo|una|mujer|y|la|trajo|al|hombre
53	decir_1_dijo|tomar_1_tomada	entonces|dijo|el|hombre|:|"|ahora|,|ésta|es|hueso|de|mis|huesos|y|carne|de|mi|carne.|ésta|será|llamada|mujer|,|porque|fue|tomada|del|hombre|.
54	dejar_1_dejará|unir_1_unirá	por|tanto|,|el|hombre|dejará|a|su|padre|y|a|su|madre|,|y|se|unirá|a|su|mujer|,|y|serán|una|sola|carne
55	avergonzar_1_avergonzaban	estaban|ambos|desnudos|,|el|hombre|y|su|mujer|,|y|no|se|avergonzaban
56	hacer_1_hecho|decir_2_dijo@dicho|comer_1_comáis	entonces|la|serpiente|,|que|era|el|más|astuto|de|todos|los|animales|del|campo|que|jehovah|dios|había|hecho|,|dijo|a|la|mujer|:|--|¿|de|veras|dios|os|ha|dicho|:|"|no|comáis|de|ningún|árbol|del|jardín|"
57	responder_1_respondió|comer_1_comer	la|mujer|respondió|a|la|serpiente|:|--|podemos|comer|del|fruto|de|los|árboles|del|jardín
58	decir_1_dicho|comer_1_comáis|tocar_1_toquéis|murar_1_muráis	pero|del|fruto|del|árbol|que|está|en|medio|del|jardín|ha|dicho|dios|:|"|no|comáis|de|él|,|ni|lo|toquéis|,|no|sea|que|muráis|.
59	decir_1_dijo|morir_1_moriréis	entonces|la|serpiente|dijo|a|la|mujer|:|--|ciertamente|no|moriréis
60	saber_1_sabe|comer_1_comáis|ser_1_seréis|conocer_1_conociendo	es|que|dios|sabe|que|el|día|que|comáis|de|él|,|vuestros|ojos|serán|abiertos|,|y|seréis|como|dios|,|conociendo|el|bien|y|el|mal
61	ver_1_vio|comer_3_comer@comió|alcanzar_1_alcanzar|tomar_1_tomó|dar_1_dio|estar_1_estaba	entonces|la|mujer|vio|que|el|árbol|era|bueno|para|comer|,|que|era|atractivo|a|la|vista|y|que|era|árbol|codiciable|para|alcanzar|sabiduría.|tomó|,|pues|,|de|su|fruto|y|comió.|y|también|dio|a|su|marido|que|estaba|con|ella|,|y|él|comió
62	abrir_1_abiertos|dar_1_dieron|coser_1_cosieron|hacer_1_hicieron	y|fueron|abiertos|los|ojos|de|ambos|,|y|se|dieron|cuenta|de|que|estaban|desnudos.|entonces|cosieron|hojas|de|higuera|,|y|se|hicieron|ceñidores
63	oír_1_oyeron|pasear_1_paseaba|esconder_1_escondieron	cuando|oyeron|la|voz|de|jehovah|dios|que|se|paseaba|en|el|jardín|en|el|fresco|del|día|,|el|hombre|y|su|mujer|se|escondieron|de|la|presencia|de|jehovah|dios|entre|los|árboles|del|jardín
64	llamar_1_llamó|preguntar_1_preguntó|estar_1_estás	pero|jehovah|dios|llamó|al|hombre|y|le|preguntó|:|--|¿|dónde|estás|tú
65	responder_1_respondió|--oí_1_--oí|tener_1_tuve|esconder_1_escondí	él|respondió|:|--|oí|tu|voz|en|el|jardín|y|tuve|miedo|,|porque|estaba|desnudo.|por|eso|me|escondí
66	preguntar_1_preguntó|decir_1_dijo|estar_1_estabas|comer_1_comido|mandar_1_mandé	le|preguntó|dios|:|--|¿|quién|te|dijo|que|estabas|desnudo|?|¿|acaso|has|comido|del|árbol|del|que|te|mandé|que|no|comieses
67	responder_1_respondió|distar_1_diste|dar_1_dio|comer_1_comí	el|hombre|respondió|:|--|la|mujer|que|me|diste|por|compañera|,|ella|me|dio|del|árbol|,|y|yo|comí
68	decir_2_dijo|hacer_1_hecho|engañar_1_engañó|comer_1_comí	entonces|jehovah|dios|dijo|a|la|mujer|:|--|¿|por|qué|has|hecho|esto|?|la|mujer|dijo|:|--|la|serpiente|me|engañó|,|y|comí
69	decir_1_dijo|hacer_1_hiciste|comer_1_comerás	entonces|jehovah|dios|dijo|a|la|serpiente|:|--|porque|hiciste|esto|,|serás|maldita|entre|todos|los|animales|domésticos|y|entre|todos|los|animales|del|campo.|te|arrastrarás|sobre|tu|vientre|y|comerás|polvo|todos|los|días|de|tu|vida
70	herir_2_herirá@herirás	y|pondré|enemistad|entre|ti|y|la|mujer|,|y|entre|tu|descendencia|y|su|descendencia|;|ésta|te|herirá|en|la|cabeza|,|y|tú|le|herirás|en|el|talón
71	decir_1_dijo|--aumentaré_1_--aumentaré|desear_1_deseo|llevar_1_llevará|enseñorear_1_enseñoreará	a|la|mujer|dijo|:|--|aumentaré|mucho|tu|sufrimiento|en|el|embarazo|;|con|dolor|darás|a|luz|a|los|hijos.|tu|deseo|te|llevará|a|tu|marido|,|y|él|se|enseñoreará|de|ti
72	decir_1_dijo|obedecer_1_obedeciste|comer_1_comiste|mandar_1_mandé	y|al|hombre|dijo|:|--|porque|obedeciste|la|voz|de|tu|mujer|y|comiste|del|árbol|del|que|te|mandé|diciendo|:|"|no|comas|de|él|"|,|sea|maldita|la|tierra|por|tu|causa.|con|dolor|comerás|de|ella|todos|los|días|de|tu|vida
73	producir_1_producirá	espinos|y|cardos|te|producirá|,|y|comerás|plantas|del|campo
74	volver_2_vuelvas@volverás|tomar_1_tomado	con|el|sudor|de|tu|frente|comerás|el|pan|hasta|que|vuelvas|a|la|tierra|,|pues|de|ella|fuiste|tomado.|porque|polvo|eres|y|al|polvo|volverás
75	llamar_1_llamó	el|hombre|llamó|el|nombre|de|su|mujer|eva|,|porque|ella|sería|la|madre|de|todos|los|vivientes
76	hacer_1_hizo|vestir_1_vistió	luego|jehovah|dios|hizo|vestidos|de|piel|para|adán|y|para|su|mujer|,|y|los|vistió
77	decir_1_dijo|conocer_1_conociendo|extender_1_extienda|tomar_1_tome	y|jehovah|dios|dijo|:|--|he|aquí|que|el|hombre|ha|llegado|a|ser|como|uno|de|nosotros|,|conociendo|el|bien|y|el|mal.|ahora|pues|,|que|no|extienda|su|mano|,|tome|también|del|árbol|de|la|vida|,|y|coma|y|viva|para|siempre
78	arrojar_1_arrojó|labrar_1_labrase|tomar_1_tomado	y|jehovah|dios|lo|arrojó|del|jardín|de|edén|,|para|que|labrase|la|tierra|de|la|que|fue|tomado
79	expulsar_1_expulsó|poner_1_puso|mover_1_movía|guardar_1_guardar	expulsó|,|pues|,|al|hombre|y|puso|querubines|al|oriente|del|jardín|de|edén|,|y|una|espada|incandescente|que|se|movía|en|toda|dirección|,|para|guardar|el|camino|al|árbol|de|la|vida
