50	give_1_gave|be_1_was|find_1_found|meet_1_meet	and|adam|gave|names|to|all|cattle|,|and|to|the|fowl|of|the|air|,|and|to|every|beast|of|the|field|;|but|for|adam|there|was|not|found|an|help|meet|for|him|.
51	cause_1_caused|fall_1_fall|sleep_1_slept|take_1_took|close_1_closed	and|the|lord|god|caused|a|deep|sleep|to|fall|upon|adam|and|he|slept|:|and|he|took|one|of|his|ribs|,|and|closed|up|the|flesh|instead|thereof|;
52	have_1_had|take_1_taken|make_1_made|bring_1_brought	and|the|rib|,|which|the|lord|god|had|taken|from|man|,|made|he|a|woman|,|and|brought|her|unto|the|man|.
53	say_1_said|be_3_is@be@was|shall_1_shall|call_1_called|take_1_taken	and|adam|said|,|this|is|now|bone|of|my|bones|,|and|flesh|of|my|flesh|:|she|shall|be|called|woman|,|because|she|was|taken|out|of|man|.
54	shall_3_shall|leave_1_leave|cleave_1_cleave|be_1_be	therefore|shall|a|man|leave|his|father|and|his|mother|,|and|shall|cleave|unto|his|wife|:|and|they|shall|be|one|flesh|.
55	be_2_were	and|they|were|both|naked|,|the|man|and|his|wife|,|and|were|not|ashamed|.
56	be_1_was|have_1_had|make_1_made|say_2_said|shall_1_shall|eat_1_eat	now|the|serpent|was|more|subtil|than|any|beast|of|the|field|which|the|lord|god|had|made.|and|he|said|unto|the|woman|,|yea|,|hath|god|said|,|ye|shall|not|eat|of|every|tree|of|the|garden|?
57	say_1_said|may_1_may|eat_1_eat	and|the|woman|said|unto|the|serpent|,|we|may|eat|of|the|fruit|of|the|trees|of|the|garden|:
58	be_1_is|say_1_said|shall_2_shall|eat_1_eat|touch_1_touch|die_1_die	but|of|the|fruit|of|the|tree|which|is|in|the|midst|of|the|garden|,|god|hath|said|,|ye|shall|not|eat|of|it|,|neither|shall|ye|touch|it|,|lest|ye|die|.
59	say_1_said|shall_1_shall|die_1_die	and|the|serpent|said|unto|the|woman|,|ye|shall|not|surely|die|:
60	know_2_know@knowing|eat_1_eat|shall_2_shall|be_2_be|open_1_opened	for|god|doth|know|that|in|the|day|ye|eat|thereof|,|then|your|eyes|shall|be|opened|,|and|ye|shall|be|as|gods|,|knowing|good|and|evil|.
61	see_1_saw|be_3_was@be|desire_1_desired|make_1_make|take_1_took|do_2_did|eat_2_eat|give_1_gave	and|when|the|woman|saw|that|the|tree|was|good|for|food|,|and|that|it|was|pleasant|to|the|eyes|,|and|a|tree|to|be|desired|to|make|one|wise|,|she|took|of|the|fruit|thereof|,|and|did|eat|,|and|gave|also|unto|her|husband|with|her|;|and|he|did|eat|.
62	be_2_were|open_1_opened|know_1_knew|sew_1_sewed|leave_1_leaves|make_1_made	and|the|eyes|of|them|both|were|opened|,|and|they|knew|that|they|were|naked|;|and|they|sewed|fig|leaves|together|,|and|made|themselves|aprons|.
63	hear_1_heard|walk_1_walking|hide_1_hid	and|they|heard|the|voice|of|the|lord|god|walking|in|the|garden|in|the|cool|of|the|day|:|and|adam|and|his|wife|hid|themselves|from|the|presence|of|the|lord|god|amongst|the|trees|of|the|garden|.
64	call_1_called|say_1_said	and|the|lord|god|called|unto|adam|,|and|said|unto|him|,|where|art|thou|?
65	say_1_said|hear_1_heard|be_2_was|hide_1_hid	and|he|said|,|i|heard|thy|voice|in|the|garden|,|and|i|was|afraid|,|because|i|was|naked|;|and|i|hid|myself|.
66	say_1_said|tell_1_told|thou_3_thou|wast_1_wast|eat_2_eaten@eat|command_1_commanded|shouldest_1_shouldest	and|he|said|,|who|told|thee|that|thou|wast|naked|?|hast|thou|eaten|of|the|tree|,|whereof|i|commanded|thee|that|thou|shouldest|not|eat|?
